StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,timing_info_consent_First Click,timing_info_consent_Last Click,timing_info_consent_Page Submit,timing_info_consent_Click Count,CONSENT,prolific ID,prolif_check,vax_att_1,vax_att_2,vax_att_3,vax_att_4,vax_att_5,att_check_1,vax_yet,vax_futureY,vax_futureN,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_cntrl1_First Click,timing_cntrl1_Last Click,timing_cntrl1_Page Submit,timing_cntrl1_Click Count,timing_control_1_First Click,timing_control_1_Last Click,timing_control_1_Page Submit,timing_control_1_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timer_cntrl2_First Click,timer_cntrl2_Last Click,timer_cntrl2_Page Submit,timer_cntrl2_Click Count,timing_control2_First Click,timing_control2_Last Click,timing_control2_Page Submit,timing_control2_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timer_cntrl3_First Click,timer_cntrl3_Last Click,timer_cntrl3_Page Submit,timer_cntrl3_Click Count,timing_control3_First Click,timing_control3_Last Click,timing_control3_Page Submit,timing_control3_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,timing_control4_First Click,timing_control4_Last Click,timing_control4_Page Submit,timing_control4_Click Count,Q1,timing_choice1_First Click,timing_choice1_Last Click,timing_choice1_Page Submit,timing_choice1_Click Count,Q2,timing_choice2_First Click,timing_choice2_Last Click,timing_choice2_Page Submit,timing_choice2_Click Count,Q3,timing_choice3_First Click,timing_choice3_Last Click,timing_choice3_Page Submit,timing_choice3_Click Count,Q4,timing_choice4_First Click,timing_choice4_Last Click,timing_choice4_Page Submit,timing_choice4_Click Count,post_vax_att_1,post_vax_att_2,post_vax_att_3,post_vax_att_4,post_vax_att_5,att_check_2,vax_future_2,experience_1,experience_2,experience_3,experience_4,information_1,information_2,information_3,information_4,ITT_1_A,ITT_2_A,ITT_3_A,timing_ITT_A_First Click,timing_ITT_A_Last Click,timing_ITT_A_Page Submit,timing_ITT_A_Click Count,ITT_1_F,ITT_2_F,ITT_3_F,timing_ITT_F_First Click,timing_ITT_F_Last Click,timing_ITT_F_Page Submit,timing_ITT_F_Click Count,discuss_1,read_1,age,gender,gender_4_TEXT,edu,take_part_again,anything_else,friend,PROLIFIC_PID,condition,clicked_t,clicked_f,FL_3_DO,Block1_Cntrl_DO,Block2_Cntrl_DO,Block3_Cntrl_DO,Block4_Cntrl_DO
17/05/2021,17/05/2021,IP Address,100,872,TRUE,17/05/2021 12:53,R_VJ4Uie8bTGdMks9,anonymous,EN,5.424,5.424,6.93,1,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,36.65,178.346,234.595,17,,,,,,,,,,,,,,,,,53.16,53.489,56.594,2,,,,,,,,,,,,,,,,,3.296,82.866,83.362,12,,,,,,,,,,,,,,,,,0,0,44.068,0,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Agree,Neither Agree nor Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Questions on infertility.,Not enough time put into the research and development. ,Enough evidence it even works? ,3.049,46.951,54.598,11,Need to clear the virus. ,Ability to travel in the future.,Risk of getting virus is low. ,2.937,59.986,69.552,3,Rarely,Never,23,Female,-99,A levels,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl
17/05/2021,17/05/2021,IP Address,100,111,TRUE,17/05/2021 12:53,R_1rwwCAkKdRLWfb5,anonymous,EN,7.571,67.624,68.689,11,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,50,TRUE,17/05/2021 12:53,R_2dsY85G7b9hPQps,anonymous,EN,3.833,11.928,12.878,4,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,105,TRUE,17/05/2021 12:53,R_VV8iv4ThRyakRWh,anonymous,EN,3.619,68.417,69.101,9,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,646,TRUE,17/05/2021 12:54,R_1pRRZ5Dhe5f7CHt,anonymous,EN,5.83,12.093,14.207,4,YES,NA,Against (I feel negatively about the vaccines),Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,12.938,40.413,42.285,23,Can we trust vaccines from all countries?,11.614,28.86,30.244,12,Are there serious side effects to the vaccine?,11.012,17.536,19.646,10,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,12.992,12.992,14.292,1,Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat agree,No,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,i dont want a vaccine as i dont trust it,it wont stop me getting covid,its not been tested enough,12.604,53.898,74.999,4,i would feel safer having it,it could stop me ending up in hospital,i want life back to normal so will take it,12.981,59.609,76.241,4,Rarely,Never,58,Female,-99,GCSEs,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,60,TRUE,17/05/2021 12:54,R_3387bj8kH1gTFjp,anonymous,EN,9.871,9.871,11.074,1,YES,NA,For (I feel positively about the vaccines),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,901,TRUE,17/05/2021 12:54,R_1qUw0oun1bFp8Vg,anonymous,EN,38.481,38.481,42.799,1,YES,NA,Against (I feel negatively about the vaccines),Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat disagree,No,,No,,,,,,,,,,,,,0,0,175.356,0,,,,,,,,,,,,,,,,,0,0,108.506,0,,,,,,,,,,,,,,,,,0,0,98.98,0,,,,,,,,,,,,,,,,,0,0,141.402,0,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat agree,Undecided,Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Because they have an autoimmune disease and cant have it,They have an allergy to one of the ingredients,They just don't want it because they don't agrees with it or they have a phobia of needles,12.928,78.662,82.544,6,they want to be able to go out to places where they need a vaccine password,the are a carer or around elderly people,They just want to do their bit ,3.864,36.847,48.301,4,Most months,Rarely,46,Female,-99,Vocational Training / Apprenticeship,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl
17/05/2021,17/05/2021,IP Address,100,805,TRUE,17/05/2021 12:54,R_1dbL6mNbhYth2VI,anonymous,EN,41.366,41.366,42.443,1,YES,NA,Against (I feel negatively about the vaccines),Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0,0,113.613,0,"Could the virus mutate, reducing the effectiveness of the vaccine?",0,0,65.547,0,Are there serious side effects to the vaccine?,0,0,87.477,0,Is herd immunity possible without vaccination?,0,0,71.179,0,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat agree,No,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,There is history of thrombosis in my family,IT wont stop me getting it anyway,it wont stop me passing it on,7.907,53.531,62.082,5,I can go back to work,I dont want to wear a mask,I think i will get it if i dont get a vaccination,4.983,27.879,40.765,3,Most weeks,Most weeks,55,Female,-99,A levels,Very likely,"if allergy can be a problem for using the vaccine and there are some people who would benefit from not taking it as a result of that, then what are the substances that would cause the allergic reactions?That part was very glossed over and gave almost no information",Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,21,TRUE,17/05/2021 12:55,R_2wTCkagql8QQZ9s,anonymous,EN,5.097,6.667,7.267,2,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,1201,TRUE,17/05/2021 12:55,R_2YtUkWVLnUDPqCw,anonymous,EN,8.684,53.04,54.376,18,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have the vaccines been rushed?,10.831,182.044,183.23,29,"Could the virus mutate, reducing the effectiveness of the vaccine?",6.801,60.674,61.627,16,Are there serious side effects to the vaccine?,9.955,106.491,107.301,28,What is a messenger RNA vaccine?,22.751,98.927,100.256,17,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat agree,Yes,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Thar many people have already taken the vaccine and had no side effects. ,"According to scientific research, it is safer to take the vaccine as opposed to catching the virus and dying. ","Even though the vaccine was rushed, they had many more test subjects and data that enabled this vaccine to make it through to the approval processes. ",13.293,141.295,220.29,12,"Good choice, scientific data shows the vaccine to to safe and effective. ",I have no reasons why they shouldn't take the vaccine after reading the information in this survey. ,"I would support them, it is better to be preventative than catch the virus and maybe end up dead. ",17.819,202.13,202.882,19,Rarely,Most months,53,Male,-99,"Undergraduate degree (BSc, BA)",Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,115,TRUE,17/05/2021 12:55,R_eqUJFAjU3TtM7tv,anonymous,EN,8.089,21.98,22.979,3,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,94,TRUE,17/05/2021 12:55,R_2fJysWVMlbZ0FCH,anonymous,EN,4.967,26.401,27.748,24,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,305,TRUE,17/05/2021 12:55,R_3hbZW7wnaoYDhXF,anonymous,EN,3.185,6.043,7.491,2,YES,NA,Against (I feel negatively about the vaccines),Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,2.109,2.109,6.218,1,,,,,,,,,,,,,,,,,1.823,19.854,31.586,6,,,,,,,,,,,,,,,,,1.805,9.096,13.206,3,,,,,,,,,,,,,,,,,5.168,12.352,15.363,3,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat agree,No,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,It is not safe to take as there have been adverse effects ,People get blood clots from it so it‰Ûªs unsafe to have ,There wasn‰Ûªt enough time to develop it ,7.175,48.163,48.992,9,It will mean shops can open ,It will mean that we can stop wearing masks ,It is the only way to open up society ,3.239,17.754,28.202,4,Never,Never,32,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl
17/05/2021,17/05/2021,IP Address,100,428,TRUE,17/05/2021 12:58,R_21hOZaG16iKnCP2,anonymous,EN,1.533,8.448,9.325,7,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,1.004,44.768,46.003,29,,,,,,,,,,,,,,,,,2.03,30.93,31.604,17,,,,,,,,,,,,,,,,,2.123,28.207,29.475,20,,,,,,,,,,,,,,,,,2.562,36.477,37.456,20,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Neither Agree nor Disagree,Somewhat agree,Undecided,Somewhat Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,They don‰Ûªt trust the vaccination and the intentions,They don‰Ûªt like having vaccinations,Fear of COVID and the whole ordeal,6.039,64.298,65.497,14,They won‰Ûªt catch the virus,They can feel relaxed about COVID ,They want everything to go back to normal,3.521,29.54,50.557,6,Most weeks,Most months,20,Female,-99,A levels,Very likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
17/05/2021,17/05/2021,IP Address,100,430,TRUE,17/05/2021 12:59,R_1LLjSD9QGndfBg5,anonymous,EN,25.814,194.064,195.324,30,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,50,TRUE,17/05/2021 13:00,R_2CDM4vPpFxFKzUh,anonymous,EN,0.541,18.196,19.316,8,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,608,TRUE,17/05/2021 13:00,R_5jOlZwOZ0FGJ2jT,anonymous,EN,0.903,6.686,8.301,2,YES,NA,Against (I feel negatively about the vaccines),Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,1.748,1.748,10.914,1,"Could the virus mutate, reducing the effectiveness of the vaccine?",2.303,4.892,4.914,2,Are there serious side effects to the vaccine?,0.55,0.55,3.681,1,Have vaccines been successful in the past?,0.533,0.533,3.464,1,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat agree,No,Agree,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Taking the vaccine is not safe ,What if something happens to you ,I don‰Ûªt like taking vaccines ,20.54,76.305,76.331,8,To prevent from COVID-19,To be able to travel abroad ,To be safe from any infections ,9.747,70.766,89.305,10,Rarely,Rarely,32,Male,-99,GCSEs,Likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,334,TRUE,17/05/2021 13:02,R_1qgpjRgckMaHaJQ,anonymous,EN,5.926,17.511,18.397,7,YES,NA,Against (I feel negatively about the vaccines),Disagree,Disagree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do I really need a vaccine?,4.369,23.471,24.242,5,Are vaccines dangerous in general?,1.479,5.734,6.507,2,Don't vaccines only have a placebo effect?,2.78,3.203,8.538,2,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,1.852,2.568,8.315,2,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Not enough trials on different people and ages,Rushed vaccine and pushed on people to have it ,Not enough proof Covid-19 was as bad as the world made out,5.724,57.119,58.522,8,Want to safe for themselves ,Want to be safe around other people,Want to travel abroad ,3.734,17.892,23.924,5,Rarely,Rarely,29,Female,-99,Vocational Training / Apprenticeship,Likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,73,TRUE,17/05/2021 13:02,R_33pwknuIGSbP5Pa,anonymous,EN,3.24,25.583,26.459,18,YES,NA,Neutral (I don't have strong opinions either way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,
17/05/2021,17/05/2021,IP Address,100,426,TRUE,17/05/2021 13:03,R_PYGaaV6m3Qu6gGl,anonymous,EN,1.795,18.634,20.332,20,YES,NA,Against (I feel negatively about the vaccines),Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,6.012,31.139,32.379,20,,,,,,,,,,,,,,,,,3.258,27.548,28.295,16,,,,,,,,,,,,,,,,,1.521,12.635,13.18,11,,,,,,,,,,,,,,,,,1.412,25.625,26.15,20,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Neither Agree nor Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,1)there have been more deaths from adverse reactions to vaccines from this vaccine than any others within the last 20 years ,2) trial period ongoing until 2023,3)risk vs benefit - benefits don't outweigh the risks associated ,5.001,103.158,103.714,9,1) they are concerned they will get covid and die ,2) reduce the spread tk others,3) government told them to,4.601,33.73,34.659,6,Most weeks,Most weeks,37,Female,-99,"Undergraduate degree (BSc, BA)",Somewhat likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl
17/05/2021,17/05/2021,IP Address,100,836,TRUE,17/05/2021 13:05,R_3k1vBTCNuqEN7Di,anonymous,EN,13.777,13.777,14.845,1,YES,NA,Against (I feel negatively about the vaccines),Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,131.549,131.549,133.885,1,,,,,,,,,,,,,,,,,0,0,93.91,0,,,,,,,,,,,,,,,,,0,0,138.939,0,,,,,,,,,,,,,,,,,0,0,92.811,0,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Disagree,Somewhat agree,No,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Neither Agree nor Disagree,The vaccines are new and haven't been tested for long enough to know the long term side-effects.,They do not want to put foreign substances into their body and would rather rely on building their immune system naturally. ,"They do not trust the pharmaceutical companies producing the vaccines, nor the government, who are pushing them. ",5.301,115.516,120.083,9,"They want to feel immune and get back to their normal, everyday life ASAP. ","They believe it's selfish to not take it, so comply. ","Peer pressure. Their friends have taken it, so they believe they should too. ",2.155,54.42,71.198,7,Rarely,A few times a year,33,Female,-99,"Undergraduate degree (BSc, BA)",Somewhat likely,-99,Yes,NA,control,0,0,FL_13,timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl,timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl,timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl,timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl
17/05/2021,17/05/2021,IP Address,100,303,TRUE,17/05/2021 13:07,R_3KP0b34GwEAhkPM,anonymous,EN,3.818,3.818,4.973,1,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,0,0,9.459,0,Are vaccines dangerous in general?,0,0,4.828,0,Aren't other treatments preferable to vaccines?,0,0,4.156,0,Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?,0,0,5.385,0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Somewhat Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,There is no need for it,They are approved under emergency use authorisation only and are not approved,They are still undergoing clinical trials and given the side effects and deaths from these vaccines to date these trials should have been stopped months ago,5.125,66.39,66.978,6,I believe everything the government and MSM tells me without question,"They said that they are safe and effective, so they must be, why would they lie?",Doctors won't administer something that would cause harm,3.159,49.215,63.622,5,Rarely,Most weeks,47,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",Likely,-99,Yes,NA,choice,0,0,FL_14,,,,
17/05/2021,17/05/2021,IP Address,100,529,TRUE,17/05/2021 13:08,R_2djaTPOPOV76uxS,anonymous,EN,6.071,49.953,50.719,15,YES,NA,Against (I feel negatively about the vaccines),Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat disagree,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Are the vaccines safe?,5.849,54.767,54.799,20,Is Covid-19 dangerous for someone young like me?,1.088,1.088,2.912,1,Is the pharmaceutical industry getting richer because of these vaccines?,2.301,12.02,15.774,4,How is the Covid-19 vaccine different to other vaccines?,1.384,50.251,50.996,14,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,No,Agree,Somewhat Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,The side effect of people around the world have been horrific,Not enough time to ensure safety and Covid isn‰Ûªt as bad as the flu ,It‰Ûªs a way of controlling people,7.377,82.262,83.301,6,To be able to do things ,"Not to wear a mask, live life like before ",Immune to the vaccine,2.459,69.952,70.899,11,Most weeks,Most weeks,18,Female,-99,A levels,Very likely,-99,Yes,NA,choice,0,0,FL_14,,,,
