"StartDate","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","Q1","Q2","Q3","Q4","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","ITT_1_F","ITT_2_F","ITT_3_F","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond"
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Somewhat Agree","Somewhat disagree","No","","Undecided","Have the vaccines been rushed?","Could the virus mutate, reducing the effectiveness of the vaccine?","Are there serious side effects to the vaccine?","What is a messenger RNA vaccine?","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Too little time to develop","Unsafe to be vaccinated","They don't believe in vaccines","More people vaccinated = herd immunity","Get back to normal faster","Vaccine is safe to use","Never","Rarely","20","Female","-99","A levels","Very likely","-99","Yes","choice","0","0",583,0,"Undecided ",0,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Disagree","Agree","Somewhat Disagree","Somewhat disagree","No","","Undecided","","","","","Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat agree",0,"Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly Disagree","Disagree","It's risky because the whole process has been rushed","They've heard horror stories about side effects","They don't need it because they've either had it or they're perfectly healthy","The more people who get the vaccine, the harder it is for the disease to stay travel from person to person","They want to get on with their lives without having to worry about Coronavirus","It is recommended to get the vaccine","Most months","Most months","24","Male","-99","A levels","Very likely","Thanks for the concise information on the vaccine, some of which was new to me!","Yes","control","0","0",584,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No","","","","","Disagree","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Somewhat agree",-1,"Somewhat Agree","Agree","Disagree","Neither Agree nor Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Agree","It has been rushed to be made","They do not like needles","the virus will not affect me","I want to continue normal life","i want to protect my family","i do not want serious side effects of the virus","Never","Most months","23","Male","-99","Vocational Training / Apprenticeship","Very likely","-99","Yes","control","0","1",585,0,"No ",-1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","Yes","Yes","","Are the vaccines safe?","Could the virus mutate, reducing the effectiveness of the vaccine?","Will the vaccine be effective long term, or can immunity go away?","How is the Covid-19 vaccine different to other vaccines?","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","They don't trust it is safe.","The vaccine was developed too quickly.","They are worried about side effects.","They would take it if it means they can see their families.","It is safe if everyone is getting it.","They want things to go back to normal and the vaccine will help.","Most weeks","A few times a year","29","Female","-99","Vocational Training / Apprenticeship","Neither likely or unlikely","-99","Yes","choice","0","0",586,1," Yes",1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Disagree","Somewhat disagree","Yes","Yes","","Do I really need a vaccine?","Could the virus mutate, reducing the effectiveness of the vaccine?","Is the pharmaceutical industry getting richer because of these vaccines?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat agree",0,"Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Agree","I'm not a sociable person who's going to be around people and catch it. ","Why should I have a vaccine for the reason of protecting someone else? Especiallyt he NHS?","There are so many variants appearing, and there's no guarantee that the currently available vaccine is effective against them.","I don't want to get sick!","They said I must have it so I'm having it.","It's my duty to protect others.","Never","Never","62","Female","-99","A levels","Likely","-99","No","choice","0","0",587,1," Yes",1,-1,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Somewhat disagree","No","","Undecided","","","","","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","not enough time to judge long term side effects","already immune as contracted and recovered previously","dont want the breif illness that comes with it","dont wasnt to endanger relatives","want to travel abroad where it probably necessary","have to for work. employer requests it","Rarely","A few times a year","33","Male","-99","A levels","Likely","-99","Yes","control","0","0",588,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Agree","Agree","Neither Agree nor Disagree","Agree","Agree","Somewhat disagree","Yes","Yes","","","","","","Agree","Agree","Somewhat Agree","Agree","Agree","Somewhat agree",1,"Agree","Neither Agree nor Disagree","Disagree","Disagree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","They are scared as it is new and they read something on twitter","They want to wait and see to be certain it is safe","The don't trust the government","It's the right thing to do for the community","I want my life back and this is the quickest way to get there","I have been vaccinated for loads of other things during my life","Rarely","Rarely","50","Male","-99","A levels","Very likely","no issues","No","control","0","0",589,1," Yes",1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat disagree","No","","Undecided","","","","","Somewhat Agree","Strongly Agree","Strongly Disagree","Agree","Somewhat Agree","Somewhat agree",0,"Strongly Agree","Agree","Somewhat Disagree","Disagree","Strongly Agree","Neither Agree nor Disagree","Somewhat Agree","Disagree","its their decision completely and nobody can change their opinion","you will be protected if u have the vaccine so its a good thing","for vaccines to work worldwide then the majority need to be vaccinated so its a good thing","to be protected and not catch covid","to help stop the spread and protect others","so they dont become critical ill with the virus if they do contract it","Rarely","Rarely","34","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0",590,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Agree","Disagree","Somewhat Agree","Somewhat Disagree","Somewhat disagree","No","","No","Are the vaccines safe?","Is Covid-19 dangerous for someone young like me?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Somewhat Disagree","Somewhat Agree","Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat agree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Somewhat Agree","Disagree","Somewhat Disagree","i don't think it's safe","I'm young, i don't need it","it's been developed too quickly","i think it's for the greater good","i don't want to catch covid","it's the responsible thing to do","Most months","Once or twice a year","39","Female","-99","GCSEs","Very likely","-99","Yes","choice","0","0",591,0,"No ",-1,1,1,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat disagree","No","","Undecided","","","","","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat agree",0,"Agree","Somewhat Agree","Disagree","Strongly Disagree","Agree","Somewhat Agree","Disagree","Somewhat Disagree","We don't know the long term side effects","It's suspiscious that ""they"" are giving it out for free","It's a means of population control","I want to protect my family","I want to do my part","It's the only way to stop how the world is now","Rarely","Once or twice a year","22","Male","-99","Undergraduate degree (BSc, BA)","Likely","interesting (:","Yes","control","0","0",592,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Agree","Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly disagree","Yes","Yes","","Are the vaccines safe?","Do we know enough about Covid-19 to develop a vaccine?","Are there serious side effects to the vaccine?","How is the Covid-19 vaccine different to other vaccines?","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Strongly agree",1,"Agree","Agree","Disagree","Strongly Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","They have not had enough time to research or trial the vaccine ","The vaccine is a ploy for the government to microchip the public","The vaccine has serious side effects ","The vaccine will help us to go back to normal and stop people dying ","The vaccine has been researched more thoroughly because it needed to be ready quicker (due to the pandemic)","Having a vaccine is better than  dying","Most weeks","Most weeks","30","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0",593,1," Yes",1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Disagree","Strongly Disagree","Somewhat Disagree","Disagree","Somewhat Disagree","Somewhat disagree","No","","Undecided","","","","","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Disagree","Somewhat Agree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Somewhat Agree","Disagree","Strongly Disagree","They have never been sick before and donâ€™t get flu jabs.","The vaccine was created in a very short space of time and needs more time.","If itâ€™s effective why do we still have to wear masks and socially distance.","To prevent the spread in case they are carriers but donâ€™t have symptoms.","For the greater good and protection of others.","Might as well. After all, we donâ€™t really know what is in our food or anything else.","Rarely","Rarely","33","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0",594,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Yes","Have the vaccines been rushed?","Could the virus mutate, reducing the effectiveness of the vaccine?","Don't vaccines only have a placebo effect?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat disagree",1,"Agree","Agree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","Bill gates tracking us with microchips etc","I'll get autism if i am vaccinated ","vaccines damage your body","it helps covid rates decrease","better for me and the public","means life will be normal","Rarely","Never","19","Male","-99","A levels","Somewhat likely","-99","Yes","choice","0","0",595,0,"Yes ",1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Agree","Somewhat disagree","Yes","Yes","","Are the vaccines safe?","Could the virus mutate, reducing the effectiveness of the vaccine?","Will the vaccine be effective long term, or can immunity go away?","Is herd immunity possible without vaccination?","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Agree","Somewhat agree",1,"Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","no long term proof of effectiveness","the vaccine was rushed","covid is constantly mutating","they want life to get back to normal quicker","they dont want to get seriously ill","they dont want to risk missing out on holidays etc","Rarely","Most weeks","27","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0",596,1," Yes",1,0,0,1
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No","","","","","Neither Agree nor Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","It might kill me, I dont want to have a vaccine and die whereas I may not be effected my covid 19 ","It might make my health worse in the future as there is no scientific evidence of the effects long term.","It's still too new and we do not know how it will impact our health in the future ","I want to protect myself and everybody else around me","I know someone who does from covid and I don't want to risk my health ","I can go on holiday if I have the vaccine ","Rarely","Rarely","29","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0",597,0,"No ",-1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","No","","Yes","","","","","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree",1,"Disagree","Disagree","Somewhat Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Whats the point ... Flu kills more people and i donr have a flu jab ","It's all about money, why bother next thing it will be a booster and a booster and a boostee for a new variant","Its about control, and away of forcing compliance by barring people from doing things with out a vaccination","Doing their bit to help nthe country get back up and going","Extra protection against the virus","So can go on holidays","Rarely","Most months","35","Male","-99","A levels","Very likely","-99","Yes","control","0","0",598,0,"Yes ",1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat disagree","No","","Yes","Do I really need a vaccine?","Can we trust vaccines from all countries?","Will the vaccine be effective long term, or can immunity go away?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Agree","Strongly Agree","Agree","Agree","Agree","Somewhat agree",1,"Strongly Agree","Strongly Agree","Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Disagree","Disagree","They are young so don't need it ","They feel like Covid 19 is a hoax ","They are scared of injections ","They are doing it for the greater good ","Covid 19 can affect anybody so even though they are young they will take the precaution ","They will do anything to prevent another lockdown ","Most months","Rarely","29","Female","-99","Undergraduate degree (BSc, BA)","Very likely","Really interesting survey ","Yes","choice","0","0",599,0,"Yes ",1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","Have the vaccines been rushed?","Could the virus mutate, reducing the effectiveness of the vaccine?","Will the vaccine be effective long term, or can immunity go away?","What is a messenger RNA vaccine?","Somewhat Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Unknown long term effects","Insufficient testing","Unknown long term effectiveness","Reduced symptoms if caught","Lower chance of death","Get back to normal life","A few times a year","A few times a year","36","Male","-99","Undergraduate degree (BSc, BA)","Very likely","The question repeat could have been better explained that it was trying to gauge how much the text alters viewpoints","Yes","choice","0","0",600,0,"Undecided ",0,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Agree","Somewhat disagree","No","","Yes","","","","","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Agree","Agree","Agree","Agree","Blood clots being caused by the AstraZeneca jab","DONT KNOW THE LONGER TERM EFFECTS OF IT","Donâ€™t know what they are putting into body","Keep themselves safe from the spread of the virus","Keep others safe from the spread of the virus, particularly vulnerable people ","To allow freedom of life to return to normal ","Rarely","Most weeks","32","Female","-99","Undergraduate degree (BSc, BA)","Very likely","I really liked the layout of survey ","Yes","control","0","0",601,0,"Yes ",1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Disagree","Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided","","","","","Somewhat Agree","Agree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","It has not been tested for long enough ","We do not know the long term side effects ","It is not known whether it fully stops you from contracting Covid","I want to help protect vulnerable people around me ","I trust the vaccine companies to have done the correct testing ","There have been many successful vaccines throughout history that were once new vaccines ","Never","Never","24","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0",602,0,"Undecided ",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat disagree","No","","No","Do I really need a vaccine?","Could the virus mutate, reducing the effectiveness of the vaccine?","Is the pharmaceutical industry getting richer because of these vaccines?","Is herd immunity possible without vaccination?","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat agree",-1,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","They are afraid they will get ill after receiving the vaccine","They don't trust there is sufficient studies done on the long term effects of the vaccine","They don't feel covid is as serious as the media is implying.","They want life to get back to normality","They want to protect themselves as well as their loved ones","They feel its the right thing to do for the benefit of the masses","Rarely","Once or twice a year","34","Female","-99","GCSEs,Vocational Training / Apprenticeship","Very likely","-99","No","choice","0","0",603,0,"No ",-1,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Agree","Somewhat disagree","Yes","Yes","","","","","","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","It's unsafe, not tested enough","It's part of a conspiracy","I don't believe covid is real and therefore don't need a vaccine","It protects myself and others","It's the sensible thing to do","It means things can get back to normal","Rarely","Rarely","39","Male","-99","A levels","Very likely","-99","Yes","control","0","0",604,1," Yes",1,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Disagree","Disagree","Disagree","Somewhat disagree","No","","No","","","","","Disagree","Somewhat Agree","Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Agree","Somewhat Agree","Disagree","Neither Agree nor Disagree","There hasnâ€™t been enough time to develop a safe vaccine","There hasnâ€™t been enough time to see if the vaccines cause side effects","The vaccine is being funded by Bill Gates so he can have full control of the world population","To protect myself, my family and others from Covid-19","To get back to normality","To make myself feel safe again","Most months","Most months","26","Male","-99","GCSEs","Very likely","-99","Yes","control","0","0",605,0,"No ",-1,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","Yes","Yes","","","","","","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",1,"Disagree","Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Its hasnt been tested for long enough ","My immunity is enough ","We do not know the long term effects","It protects me and my family ","It lessens the risk of severe illness","I want to go back to normality ","Rarely","Never","48","Female","-99","Vocational Training / Apprenticeship","Very likely","-99","Yes","control","0","0",606,1," Yes",1,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Disagree","Agree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No","","","","","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","PCR test gives bogus results when magnified beyond 20 cycles. Average cycles of 2020 were 45 until January 2021 when WHO (quietly) told scientists to lower the cycle threshold.","Look at county burial and cremation stats from 2020 you will see that on average more people died in 2017 ","Old people were murdered from March last year when they were taken out of hospitals and put into care homes. They had DNR notices slapped on them and left to die with no famiily to hold their hand.","They are scared of dying because the telly, government and sage told them they would.","They are doing it for society to move forward.","Because they want to go on holiday.","Most days","Most days","54","Female","-99","A levels","Very likely","I bet you don't get many responses like this :-)","Yes","control","0","0",607,0,"No ",-1,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No","Do I really need a vaccine?","Are vaccines dangerous in general?","Is the pharmaceutical industry getting richer because of these vaccines?","How is the Covid-19 vaccine different to other vaccines?","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Strongly Disagree","Disagree","Strongly Agree","The long-term side effects are unknown and the vaccine was rushed. Various companies have released their own vaccine and many of them has made a considerably amount of money.","I don't think a virus exists so their is no apparent reason why I need to have a vaccine. The mainstream media created mass histeria and most of the general public fell victim to it","Every year people get the flu but for some reason nobody caught flu this year. If this virus truly existed then every person on planet earth would be queuing up for the vaccine","I know people who have had the virus and I am really worried about contracting it. The vaccine will give me peace of mind","They talk about this everyday on the news so it must be true. Governments around the world wouldn't lie to the general public","This virus is more dangerous than the flu. Vaccines that are placed on the market are safe and have zero side effects","Never","Never","27","Male","-99","Undergraduate degree (BSc, BA)","Neither likely or unlikely","-99","No","choice","0","0",608,0,"No ",-1,0,0,1
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","Yes","Undecided","","Are the vaccines effective?","Do we know enough about Covid-19 to develop a vaccine?","Are there serious side effects to the vaccine?","Is herd immunity possible without vaccination?","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",0,"Somewhat Disagree","Somewhat Disagree","Disagree","Disagree","Agree","Somewhat Disagree","Disagree","Somewhat Disagree","Too quickly developed 
","Itâ€™s part of a conspiracy ","We donâ€™t know whatâ€™s in the vaccine ","It protects everyone else ","We can trust the government ","It means you can travel ","Most days","Most weeks","40","Female","-99","Vocational Training / Apprenticeship","Very likely","-99","Yes","choice","0","0",609,1," Undecided",0,0,0,1
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat disagree","Yes","Undecided","","","","","","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",0,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Disagree","I don't feel that the vaccine has been tested widely enough or for long enough","I don't want to feel ill because of any affects from the virus or from any side effects it might give me","I don't know if it is safe as there has not been enough testing on it. As reported the virus  keeps changing so how do we know that the vaccine I am getting will help protect me from that strain      ","The vaccines are tested and they would not globally administer a vaccine without there being through testing with safety measures","Think back to how other diseases have been eradicated over the years, for example mumps, measles, through vaccines      ","This can also help those few people that can not have the vaccine for whatever reason as you will not get the virus and therefore will not pass it on to those who are un vaccinated. This can help keep","Rarely","Once or twice a year","49","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","Yes","control","0","0",610,1," Undecided",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Agree","Somewhat Disagree","Somewhat Agree","Agree","Somewhat disagree","Yes","Yes","","","","","","Agree","Agree","Somewhat Disagree","Agree","Agree","Somewhat disagree",1,"Agree","Agree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Disagree","Disagree","They are worried the vaccine was created too fast.","They are worried about possible side effects of the vaccination.","They believe that measures such as wearing face masks, social distancing and room ventilation will work in keeping covid deaths down rather than having the vaccination.","Having a vaccine will help protect the health systems.","Having a vaccination will help us as a country to get back to a normal way of life faster than either herd immunity or physical restrictions.","The vaccinations are safe as there have been collaborations with laboratories and manufacturers world wide and protocols have been made available online for the public to see.","Most months","A few times a year","32","Female","-99","A levels","Very likely","-99","Yes","control","0","0",611,1," Yes",1,0,0,0
"24/05/2021","YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","Yes","Undecided","","","","","","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat disagree",0,"Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat Agree","Somewhat Disagree","Disagree","Vaccines dont work and its just a placebo.","It is going to mess with their immune system or the diea of letting a foreign substance into their body feels uneasy.","This is governments way of controlling the population. Or the have nano chips inside the vaccines that are used to track the public.","If its being reported on the news then it might be safe.","Friend/colleague/family member/relative have received the vaccine and it feels safe.","Receiving the vaccine might allow them entry to countries or places that require you to be vaccinated.","Never","Most days","24","Female","-99","Undergraduate degree (BSc, BA)","Very likely","Questions were easy to answer to as they were straight to the point. ","Yes","control","0","1",612,1," Undecided",0,0,0,0
"24/05/2021","YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Agree","Neither Agree nor Disagree","Agree","Agree","Somewhat disagree","No","","Yes","Do I really need a vaccine?","Do we know enough about Covid-19 to develop a vaccine?","Aren't other treatments preferable to vaccines?","Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?","Agree","Agree","Neither Agree nor Disagree","Agree","Strongly Agree","Somewhat agree",1,"Agree","Agree","Somewhat Disagree","Somewhat Disagree","Agree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","That the vaccines is not safe","The vaccines been made in less time it needs more time ","They donâ€™t believe in Covid 19","Itâ€™s effective and safe","Itâ€™s not only for one person itâ€™s for others safety too","Itâ€™s important to save the world with little bit of own contribution ","A few times a year","Most months","32","Female","-99","Vocational Training / Apprenticeship","Very likely","I found this study very interesting and informative. I appreciate the way it designed. Thanks","Yes","choice","0","0",613,0,"Yes ",1,0,0,1
