"StartDate","EndDate","Duration","timing_info_consent_Page.Submit","CONSENT","prolif_check","vax_att_1","vax_att_2","vax_att_3","vax_att_4","vax_att_5","att_check_1","vax_yet","vax_futureY","vax_futureN","timing_cntrl1_Page.Submit.3","timer_cntrl2_Page.Submit.3","timer_cntrl3_Page.Submit.3","timing_control4_Page.Submit.3","Q1","timing_choice1_Page.Submit","Q2","timing_choice2_Page.Submit","Q3","timing_choice3_Page.Submit","Q4","timing_choice4_Page.Submit","post_vax_att_1","post_vax_att_2","post_vax_att_3","post_vax_att_4","post_vax_att_5","att_check_2","vax_future_2","experience_1","experience_2","experience_3","experience_4","information_1","information_2","information_3","information_4","ITT_1_A","ITT_2_A","ITT_3_A","timing_ITT_A_Page.Submit","ITT_1_F","ITT_2_F","ITT_3_F","timing_ITT_F_Page.Submit","discuss_1","read_1","age","gender","gender_4_TEXT","edu","take_part_again","anything_else","friend","condition","clicked_t","clicked_f","FL_3_DO","Block1_Cntrl_DO","Block2_Cntrl_DO","Block3_Cntrl_DO","Block4_Cntrl_DO","ID","vax_yet_1","vax_future","vax_future_1","vax_change","vax_positive","choice_cond","control_info_time","choice_info_time"
"24/05/2021 18:44","24/05/2021 18:53",508,38.415,"YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Agree","Somewhat disagree","Yes","Yes","",NA,NA,NA,NA,"Are the vaccines safe?",23.072,"Could the virus mutate, reducing the effectiveness of the vaccine?",23.514,"Will the vaccine be effective long term, or can immunity go away?",13.481,"Is herd immunity possible without vaccination?",46.997,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Agree","Somewhat agree",1,"Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Neither Agree nor Disagree","Disagree","Disagree","no long term proof of effectiveness","the vaccine was rushed","covid is constantly mutating",64.729,"they want life to get back to normal quicker","they dont want to get seriously ill","they dont want to risk missing out on holidays etc",37.319,"Rarely","Most weeks","27","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","choice","0","0","FL_14","","","","",596,1," Yes",1,0,0,1,NA,107.064
"24/05/2021 18:42","24/05/2021 18:53",629,19.947,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","No",17.564,36.529,35.09,51.014,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",-1,"Strongly Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","It might kill me, I dont want to have a vaccine and die whereas I may not be effected my covid 19 ","It might make my health worse in the future as there is no scientific evidence of the effects long term.","It's still too new and we do not know how it will impact our health in the future ",162.884,"I want to protect myself and everybody else around me","I know someone who does from covid and I don't want to risk my health ","I can go on holiday if I have the vaccine ",119.36,"Rarely","Rarely","29","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl",597,0,"No ",-1,0,0,0,140.197,NA
"24/05/2021 18:44","24/05/2021 18:53",541,16.001,"YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","No","","Yes",67.675,12.27,11.411,50.189,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree",1,"Disagree","Disagree","Somewhat Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Whats the point ... Flu kills more people and i donr have a flu jab ","It's all about money, why bother next thing it will be a booster and a booster and a boostee for a new variant","Its about control, and away of forcing compliance by barring people from doing things with out a vaccination",152.373,"Doing their bit to help nthe country get back up and going","Extra protection against the virus","So can go on holidays",60.721,"Rarely","Most months","35","Male","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",598,0,"Yes ",1,0,0,0,141.545,NA
"24/05/2021 18:41","24/05/2021 18:54",789,83.443,"YES","Neutral (I don't have strong opinions either way)","Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat disagree","No","","Yes",NA,NA,NA,NA,"Do I really need a vaccine?",167.935,"Can we trust vaccines from all countries?",100.171,"Will the vaccine be effective long term, or can immunity go away?",66.293,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",81.566,"Agree","Strongly Agree","Agree","Agree","Agree","Somewhat agree",1,"Strongly Agree","Strongly Agree","Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Disagree","Disagree","They are young so don't need it ","They feel like Covid 19 is a hoax ","They are scared of injections ",48.204,"They are doing it for the greater good ","Covid 19 can affect anybody so even though they are young they will take the precaution ","They will do anything to prevent another lockdown ",52.122,"Most months","Rarely","29","Female","-99","Undergraduate degree (BSc, BA)","Very likely","Really interesting survey ","Yes","choice","0","0","FL_14","","","","",599,0,"Yes ",1,0,0,1,NA,415.965
"24/05/2021 18:48","24/05/2021 18:55",398,12.701,"YES","Neutral (I don't have strong opinions either way)","Somewhat Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Have the vaccines been rushed?",5.107,"Could the virus mutate, reducing the effectiveness of the vaccine?",2.639,"Will the vaccine be effective long term, or can immunity go away?",1.477,"What is a messenger RNA vaccine?",1.893,"Somewhat Disagree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Unknown long term effects","Insufficient testing","Unknown long term effectiveness",52.573,"Reduced symptoms if caught","Lower chance of death","Get back to normal life",66.367,"A few times a year","A few times a year","36","Male","-99","Undergraduate degree (BSc, BA)","Very likely","The question repeat could have been better explained that it was trying to gauge how much the text alters viewpoints","Yes","choice","0","0","FL_14","","","","",600,0,"Undecided ",0,0,0,1,NA,11.116
"24/05/2021 18:50","24/05/2021 18:56",358,7.851,"YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Agree","Somewhat disagree","No","","Yes",5.959,4.647,6.49,3.26,"",NA,"",NA,"",NA,"",NA,"Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Agree","Agree","Agree","Agree","Blood clots being caused by the AstraZeneca jab","DONT KNOW THE LONGER TERM EFFECTS OF IT","Donäó»t know what they are putting into body",51.381,"Keep themselves safe from the spread of the virus","Keep others safe from the spread of the virus, particularly vulnerable people ","To allow freedom of life to return to normal ",47.102,"Rarely","Most weeks","32","Female","-99","Undergraduate degree (BSc, BA)","Very likely","I really liked the layout of survey ","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|1.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|3.4cntrl",601,0,"Yes ",1,0,0,0,20.356,NA
"24/05/2021 18:49","24/05/2021 18:56",436,13.034,"YES","Neutral (I don't have strong opinions either way)","Somewhat Disagree","Agree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat disagree","No","","Undecided",77.906,64.249,32.631,61.781,"",NA,"",NA,"",NA,"",NA,"Somewhat Agree","Agree","Disagree","Strongly Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","It has not been tested for long enough ","We do not know the long term side effects ","It is not known whether it fully stops you from contracting Covid",38.431,"I want to help protect vulnerable people around me ","I trust the vaccine companies to have done the correct testing ","There have been many successful vaccines throughout history that were once new vaccines ",39.114,"Never","Never","24","Female","-99","Postgraduate degree (MSc, MA, MPhil)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|2.4cntrl",602,0,"Undecided ",0,0,0,0,236.567,NA
"24/05/2021 18:41","24/05/2021 18:57",906,38.174,"YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Do I really need a vaccine?",64.092,"Could the virus mutate, reducing the effectiveness of the vaccine?",197.25,"Is the pharmaceutical industry getting richer because of these vaccines?",64.701,"Is herd immunity possible without vaccination?",92.341,"Somewhat Agree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat agree",-1,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","They are afraid they will get ill after receiving the vaccine","They don't trust there is sufficient studies done on the long term effects of the vaccine","They don't feel covid is as serious as the media is implying.",96.41,"They want life to get back to normality","They want to protect themselves as well as their loved ones","They feel its the right thing to do for the benefit of the masses",70.729,"Rarely","Once or twice a year","34","Female","-99","GCSEs,Vocational Training / Apprenticeship","Very likely","-99","No","choice","0","0","FL_14","","","","",603,0,"No ",-1,0,0,1,NA,418.384
"24/05/2021 18:48","24/05/2021 18:57",510,17.858,"YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Agree","Somewhat disagree","Yes","Yes","",60.21,53.053,15.401,59.004,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Agree","Somewhat agree",1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Disagree","Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","It's unsafe, not tested enough","It's part of a conspiracy","I don't believe covid is real and therefore don't need a vaccine",98.337,"It protects myself and others","It's the sensible thing to do","It means things can get back to normal",51.022,"Rarely","Rarely","39","Male","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|2.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|3.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",604,1," Yes",1,0,0,0,187.668,NA
"24/05/2021 18:44","24/05/2021 18:57",797,41.736,"YES","Against (I feel negatively about the vaccines)","Disagree","Somewhat Agree","Disagree","Disagree","Disagree","Somewhat disagree","No","","No",141.615,80.912,106.858,93.871,"",NA,"",NA,"",NA,"",NA,"Disagree","Somewhat Agree","Disagree","Disagree","Disagree","Somewhat agree",-1,"Somewhat Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Agree","Somewhat Agree","Disagree","Neither Agree nor Disagree","There hasnäó»t been enough time to develop a safe vaccine","There hasnäó»t been enough time to see if the vaccines cause side effects","The vaccine is being funded by Bill Gates so he can have full control of the world population",86.356,"To protect myself, my family and others from Covid-19","To get back to normality","To make myself feel safe again",46.576,"Most months","Most months","26","Male","-99","GCSEs","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|3.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|5.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",605,0,"No ",-1,0,0,0,423.256,NA
"24/05/2021 18:50","24/05/2021 18:57",406,7.994,"YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat disagree","Yes","Yes","",3.6,9.569,8.592,8.177,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat agree",1,"Disagree","Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Strongly Agree","Its hasnt been tested for long enough ","My immunity is enough ","We do not know the long term effects",106.933,"It protects me and my family ","It lessens the risk of severe illness","I want to go back to normality ",76.556,"Rarely","Never","48","Female","-99","Vocational Training / Apprenticeship","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",606,1," Yes",1,0,0,0,29.938,NA
"24/05/2021 18:32","24/05/2021 18:57",1532,121.086,"YES","Against (I feel negatively about the vaccines)","Disagree","Agree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat disagree","No","","No",87.307,104.659,79.804,82.131,"",NA,"",NA,"",NA,"",NA,"Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Disagree","Somewhat agree",-1,"Agree","Neither Agree nor Disagree","Disagree","Somewhat Disagree","Agree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","PCR test gives bogus results when magnified beyond 20 cycles. Average cycles of 2020 were 45 until January 2021 when WHO (quietly) told scientists to lower the cycle threshold.","Look at county burial and cremation stats from 2020 you will see that on average more people died in 2017 ","Old people were murdered from March last year when they were taken out of hospitals and put into care homes. They had DNR notices slapped on them and left to die with no famiily to hold their hand.",518.729,"They are scared of dying because the telly, government and sage told them they would.","They are doing it for society to move forward.","Because they want to go on holiday.",158.177,"Most days","Most days","54","Female","-99","A levels","Very likely","I bet you don't get many responses like this :-)","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|2.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|3.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",607,0,"No ",-1,0,0,0,353.901,NA
"24/05/2021 18:14","24/05/2021 18:57",2597,171.712,"YES","Against (I feel negatively about the vaccines)","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat disagree","No","","No",NA,NA,NA,NA,"Do I really need a vaccine?",205.371,"Are vaccines dangerous in general?",208.035,"Is the pharmaceutical industry getting richer because of these vaccines?",171.88,"How is the Covid-19 vaccine different to other vaccines?",187.651,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat agree",-1,"Disagree","Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Agree","Strongly Disagree","Disagree","Strongly Agree","The long-term side effects are unknown and the vaccine was rushed. Various companies have released their own vaccine and many of them has made a considerably amount of money.","I don't think a virus exists so their is no apparent reason why I need to have a vaccine. The mainstream media created mass histeria and most of the general public fell victim to it","Every year people get the flu but for some reason nobody caught flu this year. If this virus truly existed then every person on planet earth would be queuing up for the vaccine",828.254,"I know people who have had the virus and I am really worried about contracting it. The vaccine will give me peace of mind","They talk about this everyday on the news so it must be true. Governments around the world wouldn't lie to the general public","This virus is more dangerous than the flu. Vaccines that are placed on the market are safe and have zero side effects",361.396,"Never","Never","27","Male","-99","Undergraduate degree (BSc, BA)","Neither likely or unlikely","-99","No","choice","0","0","FL_14","","","","",608,0,"No ",-1,0,0,1,NA,772.937
"24/05/2021 18:50","24/05/2021 18:58",490,8.626,"YES","Against (I feel negatively about the vaccines)","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat disagree","Yes","Undecided","",NA,NA,NA,NA,"Are the vaccines effective?",62.507,"Do we know enough about Covid-19 to develop a vaccine?",32.442,"Are there serious side effects to the vaccine?",26.634,"Is herd immunity possible without vaccination?",12.763,"Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",0,"Somewhat Disagree","Somewhat Disagree","Disagree","Disagree","Agree","Somewhat Disagree","Disagree","Somewhat Disagree","Too quickly developed 
","Itäó»s part of a conspiracy ","We donäó»t know whatäó»s in the vaccine ",81.37,"It protects everyone else ","We can trust the government ","It means you can travel ",59.432,"Most days","Most weeks","40","Female","-99","Vocational Training / Apprenticeship","Very likely","-99","Yes","choice","0","0","FL_14","","","","",609,1," Undecided",0,0,0,1,NA,134.346
"24/05/2021 18:41","24/05/2021 18:58",1030,12.815,"YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat disagree","Yes","Undecided","",106.249,125.437,71.88,69.289,"",NA,"",NA,"",NA,"",NA,"Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat agree",0,"Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Agree","Neither Agree nor Disagree","Strongly Disagree","Disagree","I don't feel that the vaccine has been tested widely enough or for long enough","I don't want to feel ill because of any affects from the virus or from any side effects it might give me","I don't know if it is safe as there has not been enough testing on it. As reported the virus  keeps changing so how do we know that the vaccine I am getting will help protect me from that strain      ",233.069,"The vaccines are tested and they would not globally administer a vaccine without there being through testing with safety measures","Think back to how other diseases have been eradicated over the years, for example mumps, measles, through vaccines      ","This can also help those few people that can not have the vaccine for whatever reason as you will not get the virus and therefore will not pass it on to those who are un vaccinated. This can help keep",243.9,"Rarely","Once or twice a year","49","Female","-99","Undergraduate degree (BSc, BA)","Somewhat likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|1.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|4.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|1.4cntrl",610,1," Undecided",0,0,0,0,372.855,NA
"24/05/2021 18:33","24/05/2021 18:58",1472,149.893,"YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Agree","Somewhat Disagree","Somewhat Agree","Agree","Somewhat disagree","Yes","Yes","",178.679,163.875,106.784,118.483,"",NA,"",NA,"",NA,"",NA,"Agree","Agree","Somewhat Disagree","Agree","Agree","Somewhat disagree",1,"Agree","Agree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Disagree","Disagree","They are worried the vaccine was created too fast.","They are worried about possible side effects of the vaccination.","They believe that measures such as wearing face masks, social distancing and room ventilation will work in keeping covid deaths down rather than having the vaccination.",227.601,"Having a vaccine will help protect the health systems.","Having a vaccination will help us as a country to get back to a normal way of life faster than either herd immunity or physical restrictions.","The vaccinations are safe as there have been collaborations with laboratories and manufacturers world wide and protocols have been made available online for the public to see.",230.974,"Most months","A few times a year","32","Female","-99","A levels","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|5.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|5.4cntrl",611,1," Yes",1,0,0,0,567.821,NA
"24/05/2021 18:47","24/05/2021 18:58",689,8.215,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat disagree","Yes","Undecided","",70.441,32.218,30.59,26.879,"",NA,"",NA,"",NA,"",NA,"Somewhat Disagree","Neither Agree nor Disagree","Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat disagree",0,"Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Agree","Somewhat Agree","Somewhat Disagree","Disagree","Vaccines dont work and its just a placebo.","It is going to mess with their immune system or the diea of letting a foreign substance into their body feels uneasy.","This is governments way of controlling the population. Or the have nano chips inside the vaccines that are used to track the public.",146.737,"If its being reported on the news then it might be safe.","Friend/colleague/family member/relative have received the vaccine and it feels safe.","Receiving the vaccine might allow them entry to countries or places that require you to be vaccinated.",121.16,"Never","Most days","24","Female","-99","Undergraduate degree (BSc, BA)","Very likely","Questions were easy to answer to as they were straight to the point. ","Yes","control","0","1","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|1.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|2.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",612,1," Undecided",0,0,0,0,160.128,NA
"24/05/2021 18:40","24/05/2021 18:59",1125,28.733,"YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Agree","Neither Agree nor Disagree","Agree","Agree","Somewhat disagree","No","","Yes",NA,NA,NA,NA,"Do I really need a vaccine?",194.709,"Do we know enough about Covid-19 to develop a vaccine?",160.776,"Aren't other treatments preferable to vaccines?",49.951,"Wouldn't it be better to invest in treatments for Covid-19 rather than vaccines?",125.97,"Agree","Agree","Neither Agree nor Disagree","Agree","Strongly Agree","Somewhat agree",1,"Agree","Agree","Somewhat Disagree","Somewhat Disagree","Agree","Strongly Agree","Somewhat Disagree","Neither Agree nor Disagree","That the vaccines is not safe","The vaccines been made in less time it needs more time ","They donäó»t believe in Covid 19",89.2,"Itäó»s effective and safe","Itäó»s not only for one person itäó»s for others safety too","Itäó»s important to save the world with little bit of own contribution ",115.867,"A few times a year","Most months","32","Female","-99","Vocational Training / Apprenticeship","Very likely","I found this study very interesting and informative. I appreciate the way it designed. Thanks","Yes","choice","0","0","FL_14","","","","",613,0,"Yes ",1,0,0,1,NA,531.406
"24/05/2021 18:51","24/05/2021 18:59",463,14.508,"YES","Against (I feel negatively about the vaccines)","Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat disagree","Yes","Undecided","",NA,NA,NA,NA,"Are the vaccines effective?",43.239,"Could the virus mutate, reducing the effectiveness of the vaccine?",25.166,"Will the vaccine be effective long term, or can immunity go away?",16.472,"Is herd immunity possible without vaccination?",20.761,"Neither Agree nor Disagree","Neither Agree nor Disagree","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Agree","Neither Agree nor Disagree","Disagree","Somewhat Agree","Itäó»s not been tested enough","We donäó»t know how long the vaccine will last","It wonäó»t cover all variants and youäó»re injecting my body with chemicals that might not work ",63.109,"I want life back to normal ","I want to go in holiday","Because Iäó»ve been told to ",36.978,"A few times a year","A few times a year","53","Female","-99","A levels","Very likely","-99","Yes","choice","0","0","FL_14","","","","",614,1," Undecided",0,0,0,1,NA,105.638
"24/05/2021 18:51","24/05/2021 18:59",530,6.35,"YES","Neutral (I don't have strong opinions either way)","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat disagree","No","","Yes",27.979,83.202,29.832,35.701,"",NA,"",NA,"",NA,"",NA,"Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat agree",1,"Somewhat Agree","Somewhat Agree","Disagree","Disagree","Strongly Agree","Somewhat Disagree","Disagree","Neither Agree nor Disagree","They have something ridiculous in them like ""micro chips""","The fact they are practically forcing it on the public (vaccine passports etc.) suggests there is a hidden agenda","The vaccine was created too quickly for it to be safe - people are still contracting COVID after receiving the vaccine and some people have had blood clots from it ",102.961,"They want life to go back to normal as soon as possible","They are scared of catching passing COVID on to a vulnerable family member","They don't want to be stopped from going anywhere if vaccine passports are introduced",63.398,"Once or twice a year","Most weeks","24","Female","-99","Undergraduate degree (BSc, BA)","Very likely","-99","Yes","control","0","0","FL_13","timing_control_1|timing_cntrl1|timing_cntrl1|timing_cntrl1|timing_cntrl1|4.1cntrl","timing_control2|timer_cntrl2|timer_cntrl2|timer_cntrl2|timer_cntrl2|4.2cntrl","timing_control3|timer_cntrl3|timer_cntrl3|timer_cntrl3|timer_cntrl3|5.3cntrl","timing_control4|timing_control4|timing_control4|timing_control4|timing_control4|4.4cntrl",615,0,"Yes ",1,0,0,0,176.714,NA
"24/05/2021 18:42","24/05/2021 18:59",1042,83.619,"YES","Neutral (I don't have strong opinions either way)","Somewhat Agree","Somewhat Agree","Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat disagree","No","","Undecided",NA,NA,NA,NA,"Have the vaccines been rushed?",145.092,"Can we trust vaccines from all countries?",86.291,"Aren't other treatments preferable to vaccines?",52.599,"Is herd immunity possible without vaccination?",35.648,"Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Agree","Somewhat agree",0,"Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","my mate says its not safe","have never had the flu jab so i don't need the covid jab","its just not been tested for long enough",128.333,"can not wait to get my jab and start getting back to normal","am only getting it so i can abroad its going to be the only way you will be able to fly in the future","got to get it because of my job",109.951,"Most weeks","Most days","45","Male","-99","GCSEs","Very likely","-99","Yes","choice","0","0","FL_14","","","","",616,0,"Undecided ",0,0,0,1,NA,319.63
